CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG
04-1-081240,37.8072,306.447,37.8071,306.447,1.05512,0.0241637,1.09772,1.01422,0.382548,1.08233,116.232,0.000219026,0.000254377,0.0157703,0.01444,9.14487,0.0451351,0.0218915,1,13
04-1-081242,37.9022,306.008,37.9002,306.009,9.46581,0.173025,9.8677,9.19383,0.363203,1.0733,122.793,0.000753578,0.000745996,0.059813,0.040157,3.30248,0.0178568,0.00801886,0.846188,90
04-1-081252,38.4018,303.36,38.4017,303.36,1.09208,0.0208046,1.13937,1.04384,0.400807,1.09151,79.1853,0.000238257,0.000271954,0.0178941,0.016876,7.78855,0.0472015,0.0246022,1,13
04-1-081253,38.24,303.106,38.2399,303.106,1.33246,0.0288988,1.38571,1.27607,0.389845,1.08592,63.2346,0.000221564,0.000297744,0.0166594,0.0163518,7.47351,0.0382217,0.0190806,0.86792,14
04-1-081256,38.2003,303.217,38.2001,303.217,1.01388,0.0341756,1.06805,0.959785,0.438706,1.1128,89.4446,0.000431848,0.000484401,0.0321736,0.02817,12.8712,0.0774169,0.0468022,1,12
04-1-081263,38.0518,303.352,38.0518,303.352,1.08924,0.0226703,1.12808,1.04628,0.373863,1.07819,86.7224,0.000167396,0.00020684,0.0126526,0.0126471,6.69645,0.0379416,0.0177791,1,15
04-1-081265,37.9567,303.291,37.9566,303.291,1.19645,0.027734,1.25269,1.1374,0.419045,1.10136,81.0601,0.000198049,0.000240706,0.0145629,0.0140672,5.87876,0.0333933,0.0186944,1,15
04-1-081268,37.6902,303.918,37.6901,303.918,1.00171,0.0156657,1.03101,0.974438,0.326706,1.05806,90.1701,0.000134903,0.000155344,0.0101446,0.00922653,7.7171,0.0373358,0.0144482,1,13
04-1-081269,37.6191,303.949,37.619,303.949,1.04728,0.0234073,1.09842,0.999814,0.4141,1.09862,131.573,0.00020717,0.000247925,0.015536,0.013896,7.31129,0.0396751,0.0217855,1,13
04-1-081270,37.4817,304.068,37.4817,304.068,1.84215,0.0304525,1.87313,1.80955,0.258318,1.03513,153.327,0.000290566,0.000362405,0.0231214,0.0212529,14.9821,0.0615581,0.0176371,1,24
04-1-081271,37.435,303.974,37.4345,303.974,1.11787,0.0271582,1.21449,1.04605,0.508081,1.16102,87.7699,0.000157407,0.000144321,0.0117489,0.00804489,2.8005,0.0180448,0.0143485,0.789137,13
04-1-081273,37.4633,303.943,37.4633,303.943,1.00846,0.0137084,1.03014,0.984105,0.29561,1.04678,91.8443,0.000184342,0.000233748,0.0133769,0.0137489,14.1385,0.058885,0.0199661,1,12
04-1-081282,37.4518,303.281,37.4517,303.281,1.11015,0.0386016,1.19957,1.01639,0.531118,1.18022,93.8421,0.000158421,0.000184318,0.0114301,0.0108309,2.9524,0.0193227,0.0168714,1,13
04-1-081287,37.8181,303.034,37.8181,303.034,1.597,0.0246193,1.62595,1.56618,0.268632,1.03816,77.0689,0.000265763,0.00031456,0.0199244,0.0191665,14.4509,0.0598163,0.0179792,1,18
04-1-081289,38.3096,303.005,38.3096,303.005,1.07606,0.0128862,1.10056,1.05073,0.29747,1.04742,138.111,0.000184877,0.000228511,0.0137477,0.0133135,12.638,0.0545212,0.0186365,1,12
04-1-081290,38.3797,302.926,38.3797,302.926,1.35222,0.0273947,1.42113,1.27771,0.437786,1.11225,82.9999,0.000132691,0.000161812,0.00966656,0.00960606,3.12337,0.0187202,0.0112766,1,14
04-1-081291,38.4105,302.854,38.4105,302.854,1.06752,0.0418653,1.14991,0.993762,0.503132,1.15713,96.9806,0.000518084,0.000541743,0.0391018,0.0312369,10.2408,0.0687388,0.0535829,1,12
04-1-081293,38.2896,302.549,38.2896,302.549,1.30924,0.0336666,1.37455,1.2453,0.423337,1.10379,109.348,0.000218392,0.000252973,0.0156325,0.0144369,5.87041,0.0314871,0.0179256,1,14
04-1-081298,38.1682,301.772,38.1682,301.772,1.4706,0.0320793,1.50173,1.43526,0.294215,1.04631,86.9181,0.000244903,0.000307714,0.0180985,0.0181385,12.6226,0.0542169,0.0182718,1,18
04-1-081301,38.1218,301.531,38.1218,301.531,1.37599,0.0240457,1.42097,1.32772,0.356294,1.07024,76.5119,0.000180628,0.000226073,0.0134804,0.0133566,6.57253,0.0338824,0.0147986,1,17
04-1-081302,37.9962,301.437,37.9963,301.437,1.08881,0.0148069,1.10789,1.06826,0.265058,1.03709,179.695,0.000184629,0.000239397,0.0141753,0.0138919,16.0456,0.0639921,0.01892,1,13
04-1-081308,37.9973,300.921,37.9973,300.921,1.18421,0.0224929,1.24224,1.11815,0.435671,1.11098,52.8941,0.00015813,0.000189159,0.0113957,0.0115191,4.29625,0.0256524,0.0153252,1,15
04-1-081311,38.3352,300.314,38.3348,300.314,1.13039,0.0565489,1.27465,0.997024,0.623037,1.27846,114.615,0.000215709,0.000238358,0.0160223,0.012923,2.5964,0.0177307,0.0230834,1,12
04-1-081315,38.125,300.228,38.125,300.228,1.18204,0.0375647,1.26925,1.08834,0.514546,1.16623,65.688,0.000221017,0.000262051,0.0162408,0.0154514,4.08564,0.0273102,0.0222896,1,16
04-1-081322,37.6624,299.365,37.6622,299.365,1.12999,0.042003,1.23808,1.02999,0.554889,1.20203,90.1463,0.000270522,0.000290429,0.0200066,0.0170386,4.15453,0.0288436,0.0277974,1,11
04-1-081327,38.3682,298.552,38.3681,298.552,1.08405,0.0372924,1.17559,0.987455,0.542641,1.19053,76.8643,0.00018519,0.000219766,0.0137603,0.0129127,3.25398,0.0228188,0.020894,1,14
04-1-081329,38.2684,298.553,38.2675,298.553,1.16273,0.122113,1.52353,0.80202,0.850222,1.89961,98.6689,0.00021231,0.000150428,0.0151421,0.00895148,0.748305,0.00487118,0.0283896,1,12
04-1-081335,37.3893,298.595,37.3892,298.595,1.01762,0.038051,1.13205,0.907834,0.597406,1.24698,90.6975,0.000280612,0.00029472,0.0204036,0.0173947,3.98073,0.0283179,0.0328025,1,11
04-1-081346,38.291,297.166,38.291,297.166,1.15912,0.0316429,1.21952,1.09151,0.446,1.11728,35.8066,0.000286465,0.000367659,0.021269,0.0208059,7.88958,0.0464057,0.0288662,1,17
04-1-081348,38.6735,296.888,38.6735,296.888,1.08082,0.017645,1.10284,1.05591,0.288622,1.04445,49.9914,0.000190412,0.000239283,0.0141525,0.0141841,13.6652,0.0590046,0.0194033,1,15
04-1-081361,37.8611,295.762,37.8611,295.762,1.04251,0.0248407,1.09566,0.985593,0.436841,1.11168,92.9393,0.000178756,0.00021612,0.0133541,0.0130142,5.36735,0.0332856,0.0199765,1,13
04-1-081366,38.2,295.473,38.2,295.473,1.15629,0.0173084,1.17327,1.13934,0.238733,1.02978,134.437,0.000190505,0.000239753,0.0145148,0.0129509,20.0728,0.0663627,0.0173007,1,16
04-1-081370,37.9504,295.183,37.9504,295.183,1.0323,0.0146022,1.04493,1.01715,0.229064,1.02731,87.3423,0.000178387,0.000229788,0.0132988,0.0137767,21.9851,0.0768799,0.0190933,1,14
04-1-081374,38.232,295.03,38.232,295.03,1.27412,0.0284429,1.35112,1.19615,0.465016,1.12956,100.713,0.000112848,0.000135166,0.00839357,0.00792829,2.44042,0.0153112,0.0102613,1,17
04-1-081379,37.5702,294.422,37.5702,294.422,2.40452,0.0460294,2.46602,2.33225,0.324879,1.05736,53.0399,0.000264126,0.000341555,0.019426,0.0202063,6.97488,0.0322391,0.0123813,0.927792,32
04-1-081382,38.6857,295.026,38.6857,295.026,1.00658,0.016129,1.01592,0.993659,0.20821,1.02241,84.4688,0.000210065,0.000295985,0.0166454,0.0190556,30.4229,0.115892,0.0257885,0.829897,11
04-1-081383,38.2892,294.732,38.2892,294.732,1.08353,0.0257774,1.16645,1.00152,0.512633,1.16468,106.626,0.000188205,0.000220977,0.0137018,0.0125104,3.92414,0.0246587,0.0199706,1,14
04-1-081384,38.0843,294.707,38.0843,294.707,1.83181,0.0390468,1.85309,1.80207,0.233047,1.02831,87.9952,0.000373032,0.000489144,0.0275543,0.0290264,25.4187,0.0889551,0.0225419,1,19
04-1-081386,38.4595,294.126,38.4595,294.126,1.43082,0.0351608,1.49824,1.35714,0.423648,1.10396,78.5059,0.000234686,0.000290984,0.0172638,0.0169537,5.70438,0.032916,0.0187619,1,19
04-1-081391,38.3619,293.144,38.362,293.144,1.12482,0.0217286,1.16982,1.07812,0.388106,1.08505,166.834,0.00016287,0.000213878,0.0127953,0.0122467,6.07465,0.0345114,0.0171106,1,15
04-1-081392,38.1934,293.136,38.1933,293.136,2.90216,0.0674876,3.01654,2.76733,0.398004,1.09006,83.9501,0.000346198,0.000440931,0.0251466,0.0259949,4.86306,0.0265566,0.0136901,1,33
04-1-081413,38.6739,289.038,38.6739,289.038,1.07292,0.0139416,1.08726,1.0575,0.232336,1.02813,36.603,0.000123876,0.000167023,0.00917667,0.00918778,15.5321,0.0493209,0.0124537,1,15
04-1-081414,38.665,288.674,38.665,288.674,1.12435,0.0177071,1.16649,1.07982,0.378253,1.08026,88.5822,0.000126706,0.000157822,0.00925295,0.00913954,5.07363,0.0262795,0.012531,1,15
04-1-081415,38.6868,288.411,38.6868,288.411,1.11277,0.0180808,1.13305,1.08866,0.277184,1.04078,43.1726,0.00016384,0.000220693,0.0117003,0.012284,14.0451,0.0509422,0.0159193,1,16
04-1-081419,38.1751,288.951,38.175,288.951,3.42988,0.0353419,3.51045,3.36149,0.28821,1.04431,157.875,0.000179119,0.000252788,0.0152399,0.0130989,4.33523,0.0185596,0.00609215,1,40
04-1-081421,38.0801,289.142,38.08,289.142,1.0532,0.0217701,1.10833,1.00035,0.430544,1.10795,89.3411,0.000136404,0.000158116,0.0100825,0.00923755,4.19133,0.0245265,0.0143619,1,12
04-1-081427,38.1899,289.285,38.1899,289.285,2.83804,0.0291709,2.87248,2.80573,0.214315,1.02379,154.43,0.000173983,0.000238244,0.0142065,0.0129357,9.22286,0.0300999,0.00692224,1,35
04-1-081436,37.8181,287.488,37.8181,287.488,1.04968,0.047978,1.13163,0.966054,0.520791,1.17139,77.7945,0.00044653,0.000497924,0.0333696,0.0291481,8.61952,0.059038,0.04942,1,14
04-1-081439,38.2177,286.986,38.2176,286.987,1.8728,0.0412066,1.93287,1.79693,0.368391,1.07565,70.5558,0.000265565,0.000352445,0.0197043,0.0212479,6.75852,0.0366282,0.0167934,1,24
04-1-081445,37.8295,286.403,37.8295,286.403,1.0385,0.0162465,1.07357,1.00292,0.356759,1.07044,75.4921,0.000140377,0.000176709,0.0103292,0.00992204,7.16208,0.0337587,0.0147723,1,13
04-1-081447,37.4681,286.537,37.4681,286.537,1.675,0.0218363,1.72253,1.62083,0.338525,1.06275,65.9399,0.000199734,0.000243803,0.0144084,0.0148422,6.6432,0.0324384,0.0131807,1,19
04-1-081448,38.3209,285.892,38.3209,285.892,1.03109,0.0283136,1.07921,0.980292,0.418224,1.1009,135.678,0.000248741,0.000324614,0.0191922,0.0182326,8.8093,0.050767,0.0283295,1,13
04-1-081449,38.2711,285.363,38.2711,285.363,1.77946,0.0286663,1.8118,1.74065,0.27749,1.04088,92.9548,0.000300458,0.00038123,0.0227814,0.0229296,14.0848,0.0605733,0.0189552,1,23
04-1-081451,37.9663,285.187,37.9663,285.187,1.14363,0.0199349,1.19895,1.08754,0.420968,1.10244,101.3,0.000125228,0.000150348,0.00932354,0.0087343,3.79725,0.0218498,0.0123244,1,14
04-1-081460,37.3806,285.016,37.3806,285.016,2.78486,0.0563415,2.90365,2.66734,0.395153,1.08859,107.758,0.000296106,0.000357575,0.0221761,0.020604,4.28716,0.0231974,0.011825,1,32
04-1-081462,37.7751,284.819,37.7751,284.819,1.35193,0.0264285,1.38382,1.31761,0.305617,1.05025,55.101,0.000239845,0.000300996,0.0182499,0.0178462,12.1546,0.0560789,0.0198543,1,15
04-1-081463,37.6942,284.687,37.6943,284.687,1.24523,0.0376459,1.32862,1.15979,0.487839,1.14556,95.3329,0.000307672,0.000356348,0.0213414,0.0204458,6.43654,0.037253,0.0273209,0.83442,12
04-1-081469,38.1572,284.671,38.1572,284.672,1.15706,0.0213395,1.18729,1.11964,0.332748,1.06043,114.751,0.000219529,0.000295096,0.016837,0.0181359,10.9852,0.0575355,0.0228294,0.842998,13
04-1-081475,37.6332,283.968,37.6331,283.968,1.00993,0.0220629,1.06886,0.958306,0.442906,1.11536,131.369,0.000142786,0.000178464,0.0110507,0.009516,4.58329,0.026017,0.0159889,1,13
04-1-081476,37.5264,284.013,37.5266,284.013,1.59124,0.0211314,1.62399,1.56369,0.269949,1.03856,83.2873,0.000497482,0.000436534,0.0302661,0.0205708,23.3212,0.0783474,0.0236918,0.707241,13
04-1-081478,37.4735,283.719,37.4736,283.719,1.14118,0.015953,1.17178,1.11046,0.319257,1.05522,123.921,0.00013538,0.000161197,0.0102205,0.00967619,7.2691,0.0346816,0.0130098,1,14
04-1-081479,37.4263,283.723,37.4263,283.723,1.00306,0.0306112,1.0516,0.951973,0.424862,1.10466,110.291,0.000316224,0.000373649,0.023095,0.0216328,10.7942,0.0609558,0.0349097,1,13
04-1-081480,37.9351,283.434,37.9341,283.434,1.80183,0.0365449,1.90599,1.7605,0.3832,1.08264,64.9155,0.000657268,0.000520911,0.0534018,0.0237091,8.6927,0.0692111,0.0336556,0.744876,13
04-1-081481,38.2629,283.3,38.2628,283.3,1.2266,0.0205011,1.26287,1.19184,0.330646,1.0596,101.76,0.00015077,0.000180355,0.0110955,0.010307,7.27731,0.0332084,0.0130627,1,15
04-1-081483,37.5494,283.101,37.5494,283.102,1.34781,0.0396609,1.43291,1.2297,0.513341,1.16525,78.8288,0.000248548,0.000393949,0.0177231,0.0217181,4.89827,0.0309339,0.0251246,0.754631,12
04-1-081484,38.2534,283.24,38.2535,283.24,2.74777,0.0255486,2.7888,2.71254,0.232261,1.02812,43.8566,0.000163612,0.0002912,0.0153548,0.0122165,9.12514,0.028974,0.00731323,0.815171,26
04-1-081486,38.135,283.597,38.1141,283.579,6.57819,0.145061,6.33075,4.90025,0.633136,1.29192,146.655,0.00255657,0.00201461,0.0506886,0.195506,2.20196,0.0385075,0.0525718,0.618771,36
04-1-081487,37.8319,283.018,37.8318,283.018,1.01717,0.0311085,1.07809,0.95869,0.457428,1.12455,86.6005,0.000216274,0.000245437,0.0163098,0.0147349,5.7618,0.0372815,0.0242521,1,10
04-1-081488,37.643,282.909,37.6429,282.909,1.46761,0.0176323,1.48256,1.44983,0.208964,1.02258,62.5041,0.000201204,0.000256758,0.014591,0.0151008,21.785,0.0655809,0.0146533,1,16
04-1-081489,37.6619,282.857,37.6622,282.856,1.24375,0.0200583,1.30413,1.21767,0.358046,1.071,161.979,0.000202692,0.000355711,0.0232508,0.0109378,8.44623,0.0486091,0.0213811,0.729392,13
04-1-081493,37.9468,282.981,37.9468,282.981,1.06919,0.0354375,1.14578,0.991654,0.500936,1.15542,62.4785,0.000316813,0.000359618,0.0230864,0.0209667,6.80912,0.0436732,0.0337458,1,14
04-1-081499,38.4355,282.878,38.4355,282.878,1.34045,0.031272,1.39334,1.2862,0.384552,1.0833,74.5671,0.000300169,0.000360026,0.0221045,0.0205689,9.59542,0.0499149,0.0244025,1,16
04-1-081505,38.4018,281.856,38.4017,281.856,2.1448,0.0525457,2.24119,2.0479,0.406266,1.09439,94.2308,0.00028772,0.000341551,0.0213452,0.0199084,4.98667,0.0279695,0.0148938,1,26
04-1-081508,38.1054,281.672,38.1054,281.673,2.12859,0.0310012,2.16732,2.0419,0.335238,1.06142,75.7628,0.000174875,0.000385146,0.0133538,0.0233141,5.62333,0.0343521,0.0137711,0.757323,21
04-1-081510,38.0449,281.787,38.045,281.787,1.56804,0.0315571,1.58687,1.53104,0.262924,1.03647,79.0897,0.000273824,0.000542533,0.0214379,0.0328876,19.3113,0.0898415,0.026301,0.765724,15
04-1-081511,38.0454,281.749,38.0452,281.75,1.22157,0.0281327,1.29934,1.15899,0.452079,1.1211,141.759,0.000176178,0.000517543,0.0229762,0.0151767,7.80604,0.0387247,0.0246684,0.738181,12
04-1-081512,38.0345,281.691,38.0345,281.691,1.14797,0.0214296,1.16781,1.12538,0.267113,1.0377,95.1155,0.000255355,0.000320512,0.0171444,0.0180766,22.9504,0.0756542,0.0225813,0.802149,11
04-1-081513,37.9827,281.751,37.9826,281.752,1.05832,0.033951,1.13876,0.961191,0.53624,1.18474,31.448,0.00028712,0.000520185,0.0218236,0.0256199,7.53242,0.0436161,0.0388936,0.725181,11
04-1-081514,37.9411,281.633,37.941,281.634,1.31932,0.0171791,1.35242,1.29684,0.283727,1.04286,154.955,0.000226134,0.000323727,0.0218956,0.0150274,13.55,0.0645224,0.0207627,0.79849,14
04-1-081515,37.9023,281.542,37.9024,281.542,1.31435,0.0236819,1.35357,1.26851,0.34891,1.06706,29.4833,0.000243465,0.000478507,0.0187943,0.0215178,13.8608,0.0551791,0.0233911,0.737096,13
04-1-081516,37.8584,281.571,37.8587,281.571,1.00897,0.0568133,1.1209,0.87496,0.625044,1.28108,96.8366,0.000419515,0.00047544,0.0311101,0.030277,5.39565,0.0432434,0.056828,0.800117,10
04-1-081517,37.8719,281.657,37.8719,281.657,1.66571,0.0379781,1.77792,1.54688,0.492969,1.14936,101.333,0.000270353,0.00032441,0.0196909,0.0188072,4.03219,0.0252543,0.0189028,1,18
04-1-081520,37.6293,281.465,37.6293,281.466,1.44358,0.0456237,1.50861,1.34026,0.459051,1.12561,73.1717,0.000258865,0.000427434,0.0200564,0.0260282,5.78664,0.0404649,0.0264911,0.773074,14
04-1-081521,37.7176,281.352,37.7187,281.352,2.56073,0.0351408,2.69081,2.49045,0.378658,1.08045,106.381,0.000455465,0.000283626,0.0305575,0.0160137,5.52295,0.029523,0.0141002,0.767102,21
04-1-081524,37.638,281.321,37.6377,281.32,1.38131,0.0302096,1.43088,1.34261,0.345808,1.06575,26.9462,0.000380485,0.000474464,0.0315287,0.0226585,14.1492,0.0706632,0.0295798,0.787888,12
04-1-081525,37.5547,281.398,37.5547,281.398,1.15015,0.0169963,1.17737,1.12482,0.295404,1.04671,67.9638,0.000188193,0.000226696,0.014322,0.0129753,12.0875,0.0517979,0.0175473,1,11
04-1-081528,38.1606,281.252,38.1606,281.252,1.27932,0.0222418,1.31314,1.24595,0.315771,1.05392,31.4198,0.000193677,0.000243694,0.014524,0.013601,10.1937,0.0443064,0.0163782,1,14
04-1-081529,38.347,281.15,38.347,281.15,1.2322,0.0340147,1.28586,1.17168,0.411944,1.09744,42.3274,0.000254853,0.000320726,0.0186508,0.0186819,7.75357,0.0434452,0.0236552,1,15
04-1-081531,38.4397,280.614,38.4398,280.614,1.01814,0.0217471,1.05268,0.978458,0.368836,1.07585,153.044,0.000206508,0.000252169,0.0149882,0.0154598,9.14842,0.0498205,0.0228823,1,12
04-1-081532,38.2348,280.64,38.2349,280.641,3.7499,0.0463968,3.84627,3.65367,0.312478,1.05271,26.3908,0.000214768,0.000302681,0.0170455,0.0162156,4.14876,0.0181117,0.00660255,1,44
04-1-081538,37.764,280.082,37.7627,280.083,2.34396,0.0823533,2.51675,2.07762,0.564376,1.21136,42.8193,0.00022295,0.000236056,0.0132606,0.0161433,1.57688,0.011336,0.0113723,0.80707,22
04-1-081539,37.6235,280.055,37.6234,280.055,1.00647,0.0155072,1.03932,0.979929,0.333198,1.06061,70.29,0.000183906,0.000204606,0.0138404,0.0113218,10.3025,0.0470379,0.0186987,1,9
04-1-081540,37.4064,280.17,37.4064,280.17,3.98907,0.0397545,4.02278,3.9382,0.203977,1.02148,114.189,0.000220259,0.000364142,0.0166617,0.021881,10.3804,0.0325609,0.00707883,0.841252,35
04-1-081542,37.5096,280.441,37.5096,280.441,1.8713,0.0458295,1.9547,1.7776,0.41593,1.09963,68.4654,0.000299409,0.000373384,0.0221077,0.0221567,5.81613,0.0334652,0.0185077,1,19
04-1-081543,37.5271,280.519,37.5271,280.519,1.22077,0.0341299,1.28849,1.15248,0.44718,1.11801,67.4351,0.00030206,0.000364088,0.0225689,0.0208445,7.61894,0.0450448,0.0281493,1,13
04-1-081544,37.365,280.394,37.365,280.394,1.05103,0.028882,1.13011,0.977647,0.501612,1.15595,58.2538,0.000176207,0.000208656,0.0133548,0.0117476,3.92887,0.0251447,0.0194816,1,11
04-1-081545,37.3672,280.364,37.3673,280.364,3.68983,0.0246587,3.71849,3.65693,0.181206,1.01683,80.9001,0.000274334,0.000443365,0.0185418,0.0188058,16.8257,0.0382318,0.00728363,0.743655,28
04-1-081546,37.3634,280.881,37.3634,280.881,1.21635,0.0199793,1.25142,1.1825,0.327265,1.05828,77.8687,0.000198577,0.000239438,0.014343,0.0134148,10.4665,0.0439985,0.0170661,1,11
04-1-081547,37.4452,280.834,37.4454,280.835,3.06679,0.0409422,3.19476,2.94051,0.390941,1.08647,53.4591,0.000409351,0.000216596,0.0194612,0.0162601,4.11433,0.017828,0.00893846,0.743447,24
04-1-081550,37.5022,281.133,37.5023,281.133,2.33832,0.0369011,2.39852,2.28176,0.308197,1.05117,102.975,0.000279784,0.000327418,0.0216689,0.0191083,7.75769,0.0361734,0.0129489,0.895466,23
04-1-081551,37.8507,280.794,37.8504,280.795,1.14719,0.0232326,1.19881,1.01869,0.527185,1.17682,69.1341,0.00016832,0.000349145,0.0130952,0.0220058,3.51964,0.0331557,0.0284869,0.711451,11
04-1-081556,38.0202,280.799,38.0202,280.799,1.22395,0.0204374,1.25878,1.18718,0.332456,1.06031,116.534,0.000360366,0.000352471,0.0229146,0.0208215,17.7452,0.0676305,0.0268027,0.794329,11
04-1-081557,38.2041,280.31,38.2044,280.311,1.69928,0.0396045,1.78322,1.62533,0.411386,1.09714,83.2999,0.000303278,0.000338246,0.0229125,0.0193376,6.06273,0.0353629,0.0192124,0.864361,19
04-1-081558,38.1637,280.144,38.1636,280.144,1.57631,0.0348021,1.61913,1.52924,0.328567,1.05878,56.6769,0.000328596,0.000424131,0.0248339,0.0241328,12.7079,0.0597465,0.0233001,1,16
04-1-081559,38.2196,280.048,38.2195,280.048,1.90607,0.0445433,2.00773,1.80371,0.439219,1.11311,63.9979,0.000180443,0.000226598,0.013493,0.0127645,3.09952,0.0179335,0.0108634,1,19
04-1-081560,37.9576,280.247,37.9576,280.247,3.72252,0.0622891,3.81665,3.61395,0.321559,1.05609,91.0369,0.000270976,0.000350053,0.0201746,0.0210498,4.5851,0.0219315,0.00830673,1,40
04-1-081562,37.5425,281.179,37.5443,281.182,5.41505,0.191165,5.78251,4.86487,0.540556,1.18863,109.795,0.000548594,0.000703212,0.0381717,0.0454602,2.06045,0.0149808,0.0135991,0.816302,42
04-1-081563,38.2357,280.361,38.2358,280.362,2.24602,0.0419425,2.31135,2.15641,0.359964,1.07185,97.3783,0.000238237,0.00032246,0.0148958,0.0185991,5.9258,0.0260351,0.0115404,0.791673,22
04-1-081570,37.7868,280.015,37.7871,280.015,1.17873,0.0334308,1.26963,1.06122,0.548964,1.19639,92.5498,0.000200376,0.000256796,0.0143222,0.0157971,3.30172,0.0237695,0.0223452,0.774744,11
04-1-082412,39.0851,280.032,39.0851,280.032,1.08822,0.0247444,1.10256,1.06835,0.247152,1.03202,77.8184,0.000294575,0.000382595,0.0215672,0.0224444,29.8258,0.10905,0.0296243,1,15
04-1-082413,39.2483,280.298,39.2483,280.298,1.54353,0.0304868,1.58201,1.50445,0.309287,1.05156,157.995,0.000230973,0.000317266,0.0179758,0.0168976,10.8591,0.0467159,0.0168007,1,19
04-1-082415,39.3081,280.471,39.308,280.471,1.13646,0.0408367,1.22818,1.03136,0.542978,1.19084,93.8654,0.000281931,0.000337552,0.0211544,0.020642,4.53415,0.0342933,0.0314446,1,13
04-1-082416,38.9007,280.343,38.9006,280.343,1.39509,0.0290407,1.42723,1.35856,0.30645,1.05055,95.527,0.000273828,0.00034453,0.0199619,0.0198288,13.8345,0.0597705,0.0212369,1,18
04-1-082417,38.8517,280.269,38.8517,280.268,1.51018,0.0684233,1.63958,1.36876,0.550516,1.19786,82.4555,0.000542937,0.000626667,0.0412324,0.0371355,6.24478,0.0468321,0.0443127,1,17
04-1-082418,38.7798,280.355,38.7798,280.355,1.87508,0.036258,1.9505,1.75774,0.433449,1.10966,112.228,0.000174239,0.000264164,0.0131563,0.01689,3.16831,0.0219964,0.0130274,0.809459,16
04-1-082420,38.6844,280.148,38.6838,280.149,1.91695,0.0327789,1.99747,1.77142,0.462098,1.12761,67.0032,0.000233263,0.000319039,0.0151459,0.021598,3.54339,0.0244365,0.0161903,0.757111,17
04-1-082423,38.2587,280.251,38.2587,280.251,1.07439,0.0134362,1.10927,1.04159,0.343951,1.06498,103.511,0.000112736,0.000134155,0.00816569,0.00747144,5.94554,0.0263476,0.0109461,1,13
04-1-082424,38.3076,280.285,38.3077,280.285,1.35038,0.0229391,1.39234,1.30549,0.347654,1.06653,99.0745,0.000209961,0.000255032,0.0150281,0.0150854,8.3134,0.0399852,0.0168641,1,13
04-1-082425,38.4351,280.339,38.4357,280.336,5.59656,0.098361,5.7972,5.22907,0.431741,1.10865,68.3014,0.000211855,0.00038352,0.0159222,0.0230044,1.42525,0.00977337,0.00574978,0.800555,51
04-1-082426,38.6069,280.47,38.6069,280.47,1.77577,0.0211905,1.79472,1.75507,0.20903,1.02259,134.469,0.000214082,0.000277973,0.0163178,0.0157897,18.7526,0.0585176,0.0130797,1,22
04-1-082428,38.6859,280.899,38.6859,280.899,1.36206,0.0164674,1.37425,1.34685,0.198664,1.02034,12.9339,0.000200823,0.000249018,0.0143624,0.0153705,24.5205,0.0748191,0.0157893,1,14
04-1-082432,39.1401,280.278,39.1401,280.277,3.04757,0.0304282,3.08728,2.99765,0.239207,1.0299,118.069,0.000163841,0.000361931,0.0132579,0.016292,9.63797,0.0273002,0.00713385,0.769515,29
04-1-082435,39.2817,280.955,39.2816,280.955,1.11375,0.0320448,1.19499,1.0327,0.503166,1.15715,109.163,0.000192899,0.000235871,0.0150011,0.0133387,3.88768,0.0267338,0.0208422,1,14
04-1-082436,39.39,280.98,39.3899,280.98,1.21141,0.044347,1.26971,1.14801,0.427215,1.10601,123.675,0.00033245,0.00042972,0.02554,0.0241089,9.30657,0.055645,0.0321626,1,16
04-1-082437,39.3859,281.205,39.3858,281.205,1.14724,0.0299982,1.19035,1.09876,0.384669,1.08336,78.778,0.000388009,0.00048544,0.0283695,0.0270231,14.7291,0.0758569,0.0371022,1,14
04-1-082439,39.0239,281.566,39.024,281.566,1.07053,0.0362098,1.15453,0.986435,0.519615,1.17041,117.295,0.000285766,0.000321927,0.0211215,0.0188589,5.44071,0.0371749,0.0309704,1,14
04-1-082440,39.2249,281.422,39.2249,281.422,1.08772,0.0352103,1.1176,1.05323,0.334499,1.06112,113.901,0.000380366,0.000479994,0.0281511,0.026331,21.0535,0.0942259,0.0376586,1,14
04-1-082443,39.131,280.922,39.131,280.922,2.03322,0.026449,2.05164,2.01433,0.189823,1.01852,141.663,0.000189568,0.000261729,0.0150332,0.0140613,18.3321,0.0513932,0.0103077,1,25
04-1-082445,38.9707,281.098,38.9707,281.098,1.13726,0.0316172,1.2173,1.05979,0.491982,1.14863,100.082,0.000140697,0.000162184,0.0100286,0.0091842,3.06567,0.0184212,0.0137342,1,15
