CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG
04-1-000300,43.5244,288.344,43.5249,288.345,22.2314,0.671407,22.7367,21.5683,0.316434,1.05417,69.1102,0.00142011,0.00193709,0.106015,0.10337,4.16104,0.0190154,0.00704885,1,317
04-1-000311,42.3756,285.25,42.3756,285.249,7.72484,0.208851,8.30715,7.12622,0.513913,1.16572,68.9752,0.000440707,0.00055895,0.0327752,0.0305099,1.24926,0.00833684,0.00678686,1,97
04-1-000326,41.027,281.883,41.0237,281.902,61.3577,1.03218,63.5321,58.1734,0.40197,1.09212,95.9088,0.000985258,0.00151043,0.0748212,0.0906722,0.635551,0.00407467,0.00213351,0.706048,495
04-1-000327,40.7743,283.034,40.7713,283.037,11.163,0.232987,11.7072,10.8566,0.374214,1.07835,115.249,0.000754944,0.000865615,0.0651496,0.0363972,2.42041,0.0149299,0.00700579,0.801574,106
04-1-000328,39.7471,280.246,39.748,280.246,24.5003,0.462812,25.3481,23.6281,0.36208,1.07279,80.6423,0.000708623,0.000886482,0.0519676,0.0500214,1.42432,0.00707209,0.00316155,1,297
04-1-000329,40.0357,282.515,40.0371,282.516,9.51943,0.169686,9.70994,9.20515,0.318233,1.05484,158.63,0.000677725,0.000923951,0.0423967,0.0580398,4.52237,0.0216592,0.00808997,0.80508,91
04-1-000330,39.9167,282.371,39.9176,282.37,5.29711,0.122451,5.68277,5.00285,0.474317,1.13591,143.007,0.000333439,0.000441147,0.0291853,0.0218857,1.58035,0.0110234,0.00766325,0.882729,63
04-1-000331,40.3846,284.531,40.3853,284.53,14.4045,0.296285,15.0312,13.7134,0.40945,1.09609,64.5768,0.000610125,0.00079256,0.0453545,0.0450674,1.58852,0.00906949,0.00489018,1,174
04-1-000332,41.7719,284.342,41.7725,284.341,7.58335,0.114545,7.76044,7.44348,0.282875,1.04258,126.031,0.000501927,0.000679071,0.0431494,0.0331923,5.13933,0.0231803,0.00743094,0.880944,88
04-1-000340,40.4725,286.362,40.4638,286.355,7.68366,0.124318,7.81311,6.84724,0.481625,1.14106,154.892,0.000881863,0.00108787,0.0287053,0.0776613,2.02848,0.0190121,0.013604,0.688701,64
04-1-000341,39.7346,285.574,39.7345,285.574,6.67762,0.0992337,6.86458,6.49808,0.322382,1.0564,148.724,0.000250594,0.0003423,0.0199227,0.0185175,2.39992,0.0113055,0.00429681,1,88
04-1-000342,39.7311,285.022,39.7311,285.022,6.3771,0.0779739,6.43306,6.3139,0.191583,1.01887,29.1257,0.000343058,0.000466003,0.0266755,0.0260153,10.0357,0.0293923,0.00595597,1,89
04-1-000343,39.3767,282.774,39.3886,282.77,9.16115,0.164907,9.31549,8.14442,0.485409,1.14379,17.2254,0.000789778,0.000517223,0.0236098,0.0611693,1.13552,0.0124822,0.00906646,0.713119,66
04-1-000344,39.8948,283.073,39.8952,283.071,8.4594,0.159688,8.87911,8.144,0.398407,1.09026,134.404,0.000379354,0.000707636,0.0377124,0.0265076,2.2517,0.0112992,0.00583407,0.820761,81
04-1-000361,38.1587,281.072,38.1575,281.07,29.1412,0.475597,29.8112,28.3697,0.307195,1.05081,145.283,0.000844206,0.00110606,0.066477,0.0683638,1.91029,0.00967913,0.00345004,0.924794,290
04-1-000364,38.4199,282.598,38.4213,282.585,8.5965,0.333431,9.20311,7.35229,0.601475,1.25173,98.1316,0.000409521,0.000749911,0.0273049,0.0422164,0.89234,0.00685809,0.00809015,0.749861,75
04-1-000365,38.3971,282.811,38.397,282.811,6.14999,0.0945547,6.40958,5.91291,0.385971,1.084,37.676,0.000285128,0.000441633,0.0237711,0.0207281,2.38729,0.0112522,0.00553193,0.891185,63
04-1-000376,37.4636,299.303,37.4636,299.303,10.3245,0.0772081,10.461,10.1903,0.226019,1.02656,164.483,0.000186866,0.000244485,0.0144996,0.0138721,2.43226,0.00815644,0.00199437,1,129
04-1-000377,36.757,289.962,36.757,289.964,13.0191,0.17445,13.5299,12.6207,0.360404,1.07205,15.0207,0.000347124,0.00055558,0.0330695,0.0258356,1.49431,0.00769712,0.00341788,0.887228,144
04-1-000378,36.9547,286.821,36.9557,286.821,27.9033,0.671985,29.1976,26.561,0.415274,1.09927,65.3431,0.0012261,0.00144475,0.0934792,0.0866596,1.5162,0.00910924,0.0050249,1,354
04-1-000379,36.4809,283.38,36.4728,283.377,18.7074,0.391462,20.0878,17.8956,0.454259,1.1225,64.0678,0.000925184,0.000756722,0.0733431,0.0425616,1.06166,0.00761298,0.00489119,0.838028,185
04-1-000380,37.6858,280.169,37.6756,280.165,13.7143,0.326641,14.9879,13.2122,0.472136,1.1344,79.3998,0.0011282,0.000887389,0.085362,0.0331311,1.38459,0.0102424,0.00705933,0.750893,102
04-1-000392,35.4781,281.986,35.4769,281.988,8.60534,0.0641147,8.83261,8.48894,0.276232,1.04048,149.68,0.000280393,0.000387199,0.0281528,0.0160881,2.38629,0.0124,0.00385836,0.794549,75
04-1-000399,35.3749,297.983,35.3749,297.983,9.86729,0.109838,10.046,9.68413,0.265964,1.03736,118.594,0.000290538,0.00035145,0.0216638,0.0211717,2.76952,0.0107293,0.00318556,1,125
04-1-000732,41.8069,283.578,41.8064,283.577,16.5952,0.792992,18.5296,14.7776,0.603297,1.25389,17.4657,0.000977282,0.00162566,0.0901777,0.0740968,0.981689,0.00736673,0.00876165,1,189
04-1-000733,41.1053,285.538,41.1155,285.653,40.984,1.03456,47.3427,40.8901,0.504,1.1578,3.71967,0.00455366,0.0206649,1.04685,0.211393,2.1899,0.0336116,0.0262921,0.694832,277
04-1-074510,35.0546,280.311,35.0546,280.311,3.15174,0.0774079,3.17971,3.10799,0.211203,1.02308,84.8328,0.000449087,0.000560534,0.0330389,0.0343737,21.895,0.0686455,0.0155253,1,41
04-1-074536,35.189,280.248,35.189,280.248,1.07036,0.0182776,1.08214,1.05658,0.216094,1.0242,46.119,0.000259335,0.000327336,0.0210954,0.0193126,34.1751,0.117889,0.0273697,0.853958,14
04-1-074537,35.2047,280.18,35.2047,280.179,1.0375,0.029376,1.10597,0.975082,0.471891,1.13423,115.796,0.000211845,0.000240107,0.015773,0.013669,5.57696,0.0329411,0.022682,1,15
04-1-074568,35.0116,280.695,35.0116,280.695,1.03766,0.042912,1.06455,1.00091,0.340552,1.06357,37.6877,0.00042596,0.000506124,0.0306316,0.0314989,22.6714,0.110692,0.0453529,1,14
04-1-074569,35.0643,280.424,35.0637,280.424,1.99885,0.0485882,2.11022,1.91004,0.42512,1.1048,77.6298,0.000549565,0.000421643,0.0376823,0.0243705,8.02285,0.0422953,0.0242471,0.771543,20
04-1-074572,35.1343,280.782,35.1344,280.782,2.32178,0.0411632,2.42041,2.22305,0.395512,1.08878,100.692,0.000167424,0.000194793,0.0122413,0.011637,2.93459,0.0155246,0.00792501,1,31
04-1-074573,35.1247,280.961,35.1246,280.961,5.19462,0.187186,5.52014,4.85255,0.476704,1.13757,124.676,0.000560509,0.000699861,0.0432732,0.0401925,2.95431,0.0184866,0.0129731,1,68
04-1-074575,35.1115,281.152,35.1116,281.152,1.52621,0.0359829,1.56994,1.47397,0.344268,1.06511,63.8005,0.000363588,0.000419805,0.02698,0.0265724,12.299,0.0637718,0.0265281,1,22
04-1-074593,35.158,281.266,35.1584,281.266,1.06125,0.0291273,1.12258,1.02254,0.412661,1.09783,122.949,0.000360062,0.000331453,0.0301209,0.0182317,9.51885,0.0647738,0.0353674,0.77586,12
04-1-074594,35.1043,281.488,35.1036,281.489,1.0625,0.0428907,1.18139,0.983933,0.553484,1.20068,114.503,0.000270427,0.000225713,0.0212483,0.0133207,3.67419,0.0282128,0.0270293,0.804504,12
04-1-074597,35.0663,281.53,35.0666,281.53,2.75934,0.0634625,2.93866,2.58635,0.474764,1.13622,81.8747,0.000427833,0.000412957,0.0287205,0.0241295,3.99032,0.0220445,0.0153519,0.820115,30
04-1-074606,35.0477,281.737,35.0477,281.737,1.03944,0.0328714,1.10842,0.970484,0.483114,1.14213,91.1726,0.000221537,0.000242002,0.0162394,0.0145209,5.33129,0.033229,0.0239174,1,14
04-1-074607,35.101,281.761,35.1011,281.761,1.06242,0.0433743,1.17153,0.951965,0.582848,1.23065,103.247,0.00027945,0.000299438,0.0205855,0.018318,4.11367,0.0295202,0.0320682,1,14
04-1-074608,35.0818,281.675,35.0818,281.675,1.20218,0.0214165,1.24416,1.15963,0.36231,1.0729,76.7398,0.000173417,0.000206422,0.0126786,0.0120945,7.31887,0.034963,0.0156445,1,15
04-1-074609,35.0395,281.586,35.0395,281.586,1.03197,0.0406622,1.09201,0.976082,0.44838,1.11876,80.1042,0.000357847,0.000378312,0.0258674,0.0219407,10.4195,0.0581884,0.0365341,1,15
04-1-074611,35.0663,281.867,35.0664,281.867,1.00244,0.0245071,1.05274,0.94924,0.432397,1.10904,82.5063,0.000305532,0.000347094,0.0221561,0.0207556,10.147,0.0570641,0.0336577,1,13
04-1-074695,35.1268,284.751,35.1268,284.751,1.03596,0.0174259,1.05286,1.01635,0.261065,1.03592,26.1174,0.000185669,0.000227229,0.013524,0.0137534,17.8438,0.0665972,0.0193281,1,15
04-1-074704,35.7482,284.289,35.7482,284.289,1.1334,0.0181747,1.14367,1.1207,0.199411,1.0205,92.4074,0.000238951,0.00028708,0.0174988,0.0170203,36.6679,0.103811,0.0220001,1,16
04-1-074712,35.4734,284.37,35.4734,284.37,3.58296,0.0296942,3.61987,3.54498,0.202357,1.02113,128.579,0.000143169,0.000180726,0.0108411,0.010656,6.763,0.0201104,0.00433286,1,49
04-1-074713,35.4072,284.824,35.4073,284.824,1.06877,0.0362807,1.17592,0.964508,0.572055,1.21919,96.5876,0.000230204,0.000246647,0.016799,0.0148011,3.5665,0.0246568,0.0255618,1,15
04-1-074742,35.2835,286.882,35.2836,286.882,1.46137,0.0293209,1.51633,1.40677,0.373203,1.07788,15.1603,0.000168498,0.000226771,0.0137412,0.0128184,5.51737,0.0296385,0.0138519,1,21
04-1-074767,35.0285,288.572,35.0284,288.572,1.38421,0.0356969,1.45898,1.30885,0.441824,1.1147,124.184,0.000184443,0.000216455,0.0139113,0.0127458,4.20999,0.0248253,0.0151921,1,19
04-1-074770,35.0567,288.108,35.0567,288.108,2.0102,0.0482722,2.1499,1.88551,0.480452,1.14022,162.379,0.000169771,0.000232632,0.0146435,0.0125003,2.29417,0.0152168,0.0108379,1,28
04-1-074789,35.036,290.242,35.036,290.242,1.28022,0.0173907,1.31089,1.24166,0.320665,1.05575,107.867,0.000182951,0.000228738,0.0134286,0.0147876,8.93434,0.0439517,0.0165849,0.846584,16
04-1-074798,35.1262,291.201,35.1262,291.201,1.12294,0.0116443,1.14526,1.1019,0.272546,1.03935,136.811,9.95385E-05,0.000117954,0.00769795,0.00709458,7.64888,0.0316143,0.00967398,1,16
04-1-074805,35.2274,290.648,35.2247,290.649,3.66149,0.0505728,3.92674,3.57589,0.413175,1.09811,103.254,0.000371805,0.000215152,0.0287684,0.0108739,1.70628,0.015921,0.00871058,0.757012,34
04-1-074830,35.0162,292.977,35.0162,292.977,1.04541,0.0250604,1.0571,1.03008,0.224659,1.02623,29.7113,0.000291834,0.000371868,0.0220918,0.0214366,39.1539,0.124653,0.0302665,1,14
04-1-074917,35.2073,297.121,35.2074,297.121,1.56322,0.0255045,1.61472,1.5091,0.355729,1.06999,33.011,0.000134851,0.000170879,0.0100781,0.00997676,4.62432,0.0223241,0.00972817,1,22
04-1-074974,35.0102,300.589,35.0102,300.589,1.25181,0.0289356,1.29805,1.20144,0.378559,1.08041,12.2188,0.00023055,0.000291667,0.0171893,0.0169208,8.64391,0.0437484,0.0208861,1,18
04-1-075035,35.1643,306.497,35.1643,306.497,1.16589,0.0231846,1.20606,1.12282,0.365064,1.07413,45.7173,0.000187859,0.000229379,0.0140669,0.0138121,7.78792,0.0402463,0.0182084,1,16
04-1-075062,35.3376,307.855,35.3376,307.855,1.24368,0.0211728,1.27089,1.21633,0.289862,1.04486,116.62,0.000192201,0.000226628,0.0143219,0.0131424,12.2453,0.0493355,0.0163125,1,18
04-1-075063,35.0658,308.219,35.0658,308.219,1.52413,0.0295598,1.5975,1.45013,0.419503,1.10162,141.284,0.000145869,0.000181638,0.0114248,0.0105908,3.41565,0.0200784,0.0112606,1,21
04-1-075097,35.3232,309.209,35.3232,309.21,1.20987,0.0313933,1.26421,1.15154,0.412679,1.09784,29.7145,0.000207489,0.000272903,0.0158135,0.0154056,6.85005,0.0368227,0.0201071,1,17
04-1-075098,35.0009,309.389,35.0009,309.389,1.56615,0.0223784,1.59188,1.53976,0.253804,1.03385,143.835,0.000185045,0.000236856,0.0142172,0.0135228,12.9056,0.0461731,0.0129498,1,21
04-1-075099,35.0729,309.096,35.073,309.096,2.9149,0.0298419,2.99404,2.83649,0.320118,1.05555,25.0092,0.000121293,0.0001605,0.00966944,0.00914378,2.77564,0.0127937,0.00481655,1,40
04-1-077429,35.4744,309.133,35.4744,309.133,1.03956,0.0203783,1.12212,0.959019,0.519211,1.17007,109.264,0.000174496,0.000194673,0.0128133,0.0115628,3.59368,0.0233611,0.0194302,1,14
04-1-077431,35.54,308.82,35.54,308.82,1.03661,0.0190044,1.04783,1.02139,0.223246,1.02589,107.661,0.00021306,0.000275128,0.0159626,0.017381,27.6008,0.0972085,0.0234311,1,13
04-1-077436,35.7746,307.947,35.7746,307.947,1.50534,0.0221437,1.5178,1.48819,0.196565,1.0199,113.054,0.000249657,0.000325705,0.0185736,0.0198773,29.5835,0.0885967,0.0184754,1,18
04-1-077447,36.1493,306.874,36.1493,306.874,1.57427,0.0222198,1.60457,1.54267,0.275063,1.04012,12.5553,0.000149785,0.000189429,0.0113974,0.0111887,8.43688,0.0341146,0.010559,1,20
04-1-077448,36.0972,306.486,36.0972,306.486,1.03325,0.0354756,1.14096,0.931695,0.577224,1.22461,99.3271,0.000166848,0.000177474,0.0121433,0.0105428,2.60716,0.0179455,0.0190237,1,13
04-1-077449,35.921,306.898,35.9208,306.898,1.49295,0.0419637,1.57871,1.40832,0.451891,1.12098,110.022,0.000272617,0.000297906,0.0186586,0.0172079,5.64818,0.0299367,0.0190562,0.842992,16
04-1-077453,35.5586,307.054,35.5583,307.055,1.16914,0.0124389,1.18446,1.1225,0.319194,1.0552,64.8288,0.000226725,0.000304639,0.00984857,0.0223938,10.8806,0.0608132,0.0228063,0.692402,12
04-1-077454,35.569,307.035,35.5692,307.035,1.24497,0.0214425,1.30764,1.16343,0.456513,1.12395,64.0252,0.000145389,0.000195971,0.0114239,0.0125581,3.39762,0.0240792,0.0156077,0.815445,15
04-1-077455,35.6036,306.961,35.6036,306.961,1.18348,0.0156212,1.22682,1.14133,0.366754,1.0749,145.914,0.000107109,0.000135951,0.00850388,0.00794393,4.29657,0.0231811,0.0105588,1,16
04-1-077458,35.6074,306.81,35.6074,306.81,1.17175,0.0207948,1.20662,1.13506,0.339247,1.06304,85.0006,0.00017292,0.000203224,0.0130023,0.0126715,7.91764,0.0404729,0.0164942,1,16
04-1-077459,35.6906,306.711,35.6906,306.711,1.25734,0.0271751,1.27979,1.23231,0.269843,1.03852,51.0327,0.000233721,0.000283636,0.0172095,0.0168744,17.341,0.0659442,0.0199314,1,16
04-1-077460,35.6643,306.715,35.6643,306.715,1.24879,0.02249,1.28375,1.21436,0.324311,1.05714,145.988,0.000381081,0.00025309,0.018346,0.0183098,16.5873,0.0573193,0.0219613,0.736318,13
04-1-077463,35.3806,306.026,35.3805,306.026,1.00848,0.0275804,1.0571,0.960569,0.417484,1.10049,80.7517,0.000347694,0.000377115,0.0258271,0.0227028,11.7755,0.067232,0.037409,1,14
04-1-077464,35.632,306.098,35.632,306.098,1.00762,0.0196317,1.04395,0.966998,0.376818,1.07958,83.7348,0.000179822,0.000220775,0.0131202,0.0132728,8.21765,0.0423756,0.0200915,1,13
04-1-077468,36.0412,305.776,36.0411,305.776,2.03687,0.0429003,2.10415,1.96625,0.356056,1.07013,78.7242,0.000239014,0.000282984,0.0178753,0.0172775,5.79131,0.0299747,0.0130793,1,27
04-1-077480,36.1565,304.794,36.1565,304.794,1.04697,0.0217195,1.06193,1.03026,0.242403,1.03074,174.82,0.000241077,0.00031474,0.0190078,0.0180565,26.7149,0.0972719,0.0258211,1,13
04-1-077492,35.8161,303.325,35.8159,303.325,1.31769,0.0302421,1.39648,1.23962,0.460476,1.12654,121.388,0.000163079,0.000187895,0.0120214,0.0109088,3.56522,0.0210655,0.0138682,1,16
04-1-077494,35.4003,302.867,35.4002,302.867,1.38202,0.0308685,1.4424,1.32175,0.400357,1.09128,89.8706,0.000190589,0.000218302,0.0141444,0.0133179,5.27964,0.0294898,0.0153434,1,17
04-1-077496,36.1961,303.25,36.1961,303.25,1.27058,0.0211888,1.30719,1.23232,0.33357,1.06075,65.5947,0.000169358,0.000196253,0.0125425,0.0122046,7.39314,0.036739,0.0146271,1,17
04-1-077498,36.4197,302.396,36.4197,302.397,1.3503,0.0324832,1.43093,1.2618,0.471618,1.13404,68.816,0.000243558,0.000281883,0.017499,0.0171191,4.8886,0.0301147,0.0207135,1,16
04-1-077500,36.206,302.692,36.206,302.692,1.07518,0.0250048,1.10991,1.04277,0.342547,1.0644,64.0173,0.000277737,0.000292905,0.0204454,0.0179738,12.9524,0.0650052,0.026852,1,14
04-1-077503,35.9768,302.623,35.9771,302.623,1.00057,0.0338978,1.09293,0.886416,0.584985,1.23298,80.7686,0.000160602,0.000183488,0.0100974,0.0108342,2.95717,0.0172283,0.0188909,0.782304,10
04-1-077505,36.1307,302.453,36.1305,302.453,2.0163,0.046306,2.11566,1.90896,0.431101,1.10827,80.6841,0.000313156,0.000370629,0.0233659,0.0226516,5.02802,0.0306139,0.0179655,1,24
04-1-077510,35.3967,302.024,35.3967,302.024,1.17649,0.0172821,1.19089,1.16051,0.224426,1.02618,93.2502,0.000219969,0.000269462,0.0160488,0.0157865,25.0022,0.0810236,0.0196494,1,15
04-1-077516,35.9614,301.299,35.9614,301.299,2.39831,0.0248852,2.43286,2.36108,0.241114,1.0304,67.6162,0.000149281,0.00018378,0.01114,0.0112251,7.10299,0.0257843,0.00680138,1,32
04-1-077518,35.7217,300.989,35.7216,300.989,1.0973,0.0198884,1.13817,1.06075,0.362507,1.07298,75.2978,0.000165435,0.000168398,0.0115737,0.0101255,7.00818,0.0334181,0.014965,1,13
04-1-077520,35.4853,300.641,35.4853,300.641,1.20304,0.0293734,1.23832,1.16163,0.346441,1.06602,89.9085,0.000310316,0.000373313,0.0228333,0.0226811,13.8735,0.0682152,0.0286287,1,16
04-1-077521,35.5428,300.554,35.5428,300.554,1.08706,0.0172225,1.12332,1.05111,0.352748,1.0687,108.337,0.000213166,0.00024576,0.0154956,0.0145245,10.2416,0.0484641,0.0208664,1,13
04-1-077528,35.9286,299.741,35.9285,299.741,1.05274,0.0230027,1.08004,1.02206,0.323234,1.05673,97.1443,0.00024713,0.000294928,0.017733,0.0175838,14.9283,0.0658869,0.0251307,1,13
04-1-077530,36.2733,300.261,36.2733,300.261,1.16604,0.017567,1.21215,1.12073,0.380985,1.08157,99.9454,0.000111339,0.000126258,0.00804436,0.00747013,4.12416,0.0211049,0.0101731,1,14
04-1-077534,36.1052,300.147,36.1051,300.147,1.02844,0.0284469,1.07139,0.9857,0.391868,1.08693,86.2145,0.000312479,0.000354961,0.0231993,0.0211765,12.0156,0.0658865,0.0331545,1,12
04-1-077541,35.8406,299.166,35.8404,299.166,1.5087,0.0309548,1.57563,1.4358,0.411838,1.09739,71.7066,0.000210965,0.000244862,0.0159353,0.0156276,4.84912,0.0299577,0.0163047,1,19
04-1-077549,35.6911,298.949,35.6911,298.949,1.2247,0.0291235,1.27423,1.1762,0.384623,1.08334,110.63,0.000209124,0.000247291,0.0155622,0.0140405,7.52972,0.0378331,0.0185011,1,17
04-1-077554,36.1642,298.726,36.1641,298.726,1.99946,0.0289579,2.05103,1.94021,0.324254,1.05712,44.8187,0.000173017,0.00021924,0.012872,0.013441,5.39073,0.0257971,0.00988152,0.921728,26
04-1-077556,35.35,298.345,35.3499,298.345,1.17678,0.0340868,1.23523,1.11666,0.427514,1.10618,85.7083,0.000256346,0.000290553,0.0191947,0.0179503,7.05417,0.0427392,0.024732,1,15
04-1-077559,35.957,298.37,35.957,298.37,1.05571,0.0191103,1.08621,1.01953,0.344979,1.0654,115.845,0.000167882,0.000210693,0.0122959,0.0130336,8.67551,0.0436063,0.0181922,1,13
04-1-077561,35.6047,298.222,35.6047,298.222,1.36502,0.0231323,1.40619,1.32256,0.339709,1.06323,117.221,0.00019406,0.000229044,0.0139986,0.0135171,8.19633,0.037152,0.0151695,1,16
04-1-077562,35.6481,298.107,35.6481,298.107,1.92095,0.0263747,1.94744,1.88985,0.241374,1.03047,53.5448,0.000311781,0.00039219,0.0237251,0.0232624,18.847,0.0675699,0.0178463,1,22
04-1-077563,35.8237,298.041,35.8238,298.041,1.1533,0.0265446,1.23505,1.07854,0.487229,1.14512,76.2882,0.000182528,0.000198811,0.0142437,0.0122103,3.58246,0.025295,0.0185061,1,15
04-1-077577,35.779,296.872,35.779,296.872,1.10905,0.0345358,1.16363,1.05161,0.428105,1.10653,132.983,0.000274894,0.000310706,0.0202167,0.0188647,8.02415,0.0476427,0.0276333,1,16
04-1-077581,36.4112,297.292,36.4111,297.292,1.04202,0.0188162,1.07025,1.01639,0.31323,1.05299,146.557,0.000158898,0.000215251,0.0129321,0.0111782,11.0458,0.047045,0.0172047,1,15
04-1-077588,36.2263,296.951,36.2262,296.951,1.16163,0.0224535,1.20616,1.11696,0.3774,1.07985,85.7089,0.000150734,0.000174798,0.0111491,0.0105908,5.64477,0.0300895,0.0142992,1,16
04-1-077618,35.7422,296.022,35.7422,296.022,1.34486,0.0279611,1.40896,1.27707,0.422438,1.10328,78.1142,0.000172571,0.000202209,0.0127403,0.0123953,4.38818,0.0257981,0.0146354,1,18
04-1-077620,35.5675,295.96,35.5676,295.96,1.306,0.028358,1.34789,1.2643,0.346669,1.06611,51.922,0.000266387,0.000314172,0.0208071,0.0190488,10.2669,0.054745,0.0229969,1,16
04-1-077622,35.5433,295.637,35.5433,295.637,1.03189,0.0223608,1.08359,0.978928,0.428772,1.10691,84.9689,0.000207535,0.000239131,0.0153447,0.0145041,6.64293,0.039012,0.0226865,1,13
04-1-077626,35.6266,295.373,35.6266,295.373,1.43159,0.0321252,1.4731,1.38739,0.336117,1.06177,111.794,0.000249754,0.000307382,0.0186055,0.0178685,10.3518,0.0476049,0.019153,1,19
04-1-077632,35.7573,294.712,35.7572,294.712,1.41793,0.016875,1.45613,1.37594,0.327276,1.05828,73.7573,0.00014104,0.000171447,0.0105408,0.010708,5.88117,0.0289974,0.011248,1,19
04-1-077637,35.6564,293.803,35.6563,293.803,1.00917,0.0256111,1.05267,0.962153,0.405679,1.09407,79.9439,0.000221619,0.000258183,0.0162515,0.0158735,8.20809,0.04653,0.0247204,1,13
04-1-077639,35.9363,293.053,35.9362,293.053,1.03929,0.0274643,1.08605,0.993392,0.404179,1.09328,78.2792,0.000240173,0.000268363,0.0175989,0.0161412,8.57858,0.0475013,0.0250884,1,13
04-1-077640,35.5627,292.916,35.5626,292.916,1.21387,0.0360305,1.30034,1.12314,0.503951,1.15777,82.3782,0.000185172,0.000213949,0.0135865,0.0129365,3.50385,0.0230214,0.0180046,1,14
04-1-077641,35.329,292.936,35.3289,292.936,1.13453,0.0274533,1.17605,1.09393,0.367118,1.07507,92.1755,0.00026626,0.000298361,0.0193133,0.0174863,11.2046,0.0540115,0.0246376,1,15
04-1-077643,35.4092,292.827,35.4093,292.827,1.2384,0.0376049,1.28475,1.18766,0.381351,1.08175,125.976,0.000331003,0.000371501,0.0239723,0.0228186,11.2558,0.0600172,0.028972,1,17
04-1-077650,35.4273,292.233,35.4273,292.233,1.32148,0.0245062,1.34782,1.29314,0.281928,1.04228,41.9095,0.000231519,0.000279739,0.0173127,0.0167427,14.5669,0.0595486,0.0190092,1,17
04-1-077651,35.3729,292.105,35.3729,292.105,1.48095,0.0380016,1.56293,1.39556,0.450227,1.11993,56.0252,0.000244348,0.000286501,0.0182888,0.0173331,4.89342,0.0302187,0.0191108,1,19
04-1-077660,35.3817,291.992,35.3815,291.992,1.80862,0.0508392,1.89934,1.70327,0.4425,1.11511,85.5784,0.000338857,0.000410348,0.0247367,0.025129,5.96399,0.0357653,0.0219449,1,19
04-1-077662,36.159,291.974,36.1591,291.974,1.36533,0.0265853,1.40047,1.32277,0.328464,1.05874,0.0544494,0.000257883,0.000311873,0.0186877,0.0196408,11.177,0.0542202,0.0211359,1,15
04-1-077665,35.3269,291.531,35.327,291.531,1.00878,0.0241228,1.04209,0.974025,0.355474,1.06988,10.2473,0.000236195,0.000306063,0.0186069,0.0175711,12.2699,0.0623805,0.0271556,1,13
04-1-077667,36.163,291.237,36.163,291.237,1.80387,0.0380001,1.84631,1.75826,0.305126,1.05008,170.559,0.000325264,0.000426278,0.0263788,0.0245044,12.7116,0.0593221,0.0209584,1,23
04-1-077668,36.1512,291.132,36.1512,291.132,1.20371,0.0220092,1.2182,1.18724,0.224022,1.02608,105.828,0.00026845,0.000322842,0.0198293,0.0187551,30.4191,0.0961714,0.0232744,1,15
04-1-077672,36.2211,290.306,36.221,290.306,1.02915,0.033983,1.09175,0.964836,0.467948,1.13153,16.4167,0.000324762,0.000423186,0.0247809,0.0228672,9.5724,0.0547726,0.0371333,0.843594,13
04-1-077674,35.6523,290.129,35.6523,290.129,1.1544,0.015553,1.1781,1.12931,0.284813,1.04321,89.141,0.000169798,0.000203934,0.0127115,0.0124684,11.7034,0.0498053,0.0161045,1,16
04-1-077675,35.5609,289.853,35.5609,289.853,1.32292,0.0369024,1.38891,1.2558,0.427188,1.106,92.0763,0.000311066,0.000354055,0.0223229,0.0206128,8.15653,0.0439624,0.0254074,1,17
04-1-077694,35.6836,288.224,35.6836,288.224,3.39861,0.0247304,3.41253,3.38212,0.13319,1.00899,89.1238,0.000179611,0.000224741,0.0132393,0.0135567,20.7873,0.0411399,0.00562852,1,42
04-1-077700,35.816,286.776,35.816,286.776,1.54253,0.0265373,1.56251,1.51957,0.232822,1.02826,18.3293,0.000269792,0.000334981,0.0205746,0.0196685,21.7095,0.0750064,0.0189858,1,21
04-1-077704,36.1474,285.581,36.1474,285.581,1.07155,0.0121205,1.08482,1.05747,0.223142,1.02587,50.0842,0.000143694,0.000182212,0.0109273,0.0107141,18.4161,0.0608384,0.0146565,1,14
04-1-077705,35.8689,285.206,35.8689,285.206,1.05003,0.015513,1.07272,1.02126,0.306002,1.05039,63.4799,0.000263244,0.00031608,0.0190101,0.0198177,17.269,0.0778384,0.0276036,1,15
04-1-077709,36.2789,284.542,36.2789,284.542,1.13264,0.0162303,1.17747,1.09317,0.371554,1.07711,79.4482,0.00015564,0.000172512,0.0116741,0.0101936,6.04374,0.0315748,0.0146602,1,13
04-1-077712,36.0038,284.228,36.0038,284.228,1.35817,0.0243757,1.39522,1.31835,0.327339,1.05831,53.4103,0.00024032,0.000289419,0.0179319,0.0174835,10.5843,0.0503723,0.0195444,1,17
