Parameters,Group ID,Image
"[16.11894834729167, 60.58561141836268, 0.45366378957657716, 0.1929677311092206, 0]",183,0
NULL,183,1
NULL,183,2
NULL,183,3
NULL,183,4
"[12.141882069415354, 65.01390889469215, 0.527238257592751, 0.26365575735451685, 349.3761029729191]",183,5
NULL,183,6
NULL,183,7
NULL,183,8
"[8.978141017314954, 68.61742027775445, 0.6049615705348623, 0.28004347689705916, 346.01375767134004]",183,9
"[7.101715460572752, 70.69510025968513, 0.6508831659319922, 0.3768666315115563, 350.4698577260777]",183,10
"[6.192596773840804, 71.73345832670245, 0.7372948288282817, 0.3502301704601054, 346.28679193846176]",183,11
NULL,183,12
"[4.139114658359533, 74.1747480764075, 0.6295714795689847, 0.3311882113530092, 344.94147068088034]",183,13
NULL,183,14
NULL,183,15
NULL,183,16
