Parameters,Group ID,Image
"[50.21792844736523, 42.1827609627219, 0.6291520642643817, 0.3513021585663553, 2.79270236571233]",822,150
NULL,822,160
"[50.589823067754345, 60.44006131083862, 1.0665854024401435, 0.832761642981379, 8.660603670830369]",822,170
"[50.88343554150027, 79.6525229176309, 1.4301822610745678, 1.5617329724410163, 23.24727000875862]",822,180
NULL,822,190
