Parameters,Group ID,Image
"[36.336087796533484, 38.085034782520346, 0.4586537395352179, 0.23424664522847488, 1.827968244304543]",815,140
NULL,815,150
"[29.314966847477088, 49.22457812821425, 0.6749595293319179, 0.44956407282325317, 356.87219387871505]",815,160
"[23.210458919787815, 60.61788936459222, 0.8481373128889087, 0.6283148887883813, 354.4724598483442]",815,170
"[13.127214339753937, 79.76477575823539, 1.343543841209112, 1.2372399490038875, 336.23843052742956]",815,180
NULL,815,190
