Parameters,Group ID,Image
"[32.540541060389934, 24.153702976360904, 0.27150056336262196, 0.07779415041649429, 0]",744,98
NULL,744,99
NULL,744,100
NULL,744,110
NULL,744,120
"[25.356524300856353, 22.668768630242727, 0.7104376380205857, 0.13827801064624987, 356.2847108945716]",744,130
NULL,744,140
"[18.52897978230441, 21.48966055247129, 0.8360359922875291, 0.24163413415394372, 355.14505788170453]",744,150
NULL,744,160
"[9.09622845233726, 22.198565066753094, 0.9693938029398262, 0.29033236245152977, 353.39573893877014]",744,170
"[2.741462183712946, 23.57634177107082, 1.262902943178231, 0.39298196732161655, 352.32291797297285]",744,180
