Parameters,Group ID,Image
"[57.82215394678417, 42.057452070240885, 0.6201974169814256, 0.3952211629215296, 2.38594403038843]",880,180
"[59.95188471587951, 49.29135984288469, 0.8588732282419258, 0.5479490309200983, 0]",880,190
"[62.9636908269348, 58.9933908838185, 1.2777422349590444, 0.7824930103447321, 6.340191745903894]",880,200
"[68.09900023989248, 74.44067193634642, 1.5985321028579995, 1.3513057093103842, 22.594638591849957]",880,210
