Parameters,Group ID,Image
"[23.85450915250725, 44.55888703591517, 0.3383053412800667, 0.15213107353636593, 354.5823884675282]",770,120
"[17.979112181513493, 50.66713996664463, 0.4631435910116213, 0.19139245807815577, 347.22875743509854]",770,130
"[9.159563705984898, 60.04859129298864, 0.5495232462603122, 0.3283104650273047, 348.2875276889165]",770,140
NULL,770,150
