Parameters,Group ID,Image
"[50.8149899677709, 61.504157230027715, 0.9880654552952635, 0.7774270124580553, 0]",973,230
NULL,973,240
"[51.4783636951457, 93.93261410201075, 1.6410170869202787, 2.1217239029778483, 0]",973,250
NULL,973,260
