Parameters,Group ID,Image
"[32.9805506880942, 62.17987770699233, 0.3878492372509541, 0.19795388348968854, 0]",358,20
NULL,358,21
NULL,358,22
NULL,358,23
NULL,358,24
NULL,358,25
NULL,358,26
"[30.09754469774523, 69.37235488897608, 0.4894495334131644, 0.3244342981334287, 353.7164008175916]",358,27
NULL,358,28
NULL,358,29
NULL,358,30
NULL,358,31
NULL,358,32
NULL,358,33
"[26.110235644473633, 79.5765451512388, 0.5945260322888587, 0.4105843978244368, 349.4128028816998]",358,34
NULL,358,35
NULL,358,36
NULL,358,37
NULL,358,38
NULL,358,39
NULL,358,40
"[19.311651059355047, 97.39485331367094, 0.7895685469021424, 0.6347617728437799, 336.43622604054417]",358,41
NULL,358,42
