Parameters,Group ID,Image
"[81.04683508137106, 33.27223870282726, 0.6967324173748898, 0.9880529073038128, 11.309932474017671]",1201,340
"[92.32963777431728, 87.21746556046864, 1.1897921604194295, 1.5848964534189776, 0]",1201,350
