Parameters,Group ID,Image
"[13.270694071170212, 44.361733758558294, 0.5071943971334039, 0.21266434636991152, 351.4205322788219]",755,110
"[5.030025220812499, 50.30312816400928, 0.581670402917393, 0.29622595825404774, 353.107576877517]",755,120
NULL,755,130
