Parameters,Group ID,Image
"[  52.48347633097906,  71.59160314104437,  0.4688209614235464,  0.2279027377944093,  6.88172363063444 ]",	10,	0
"[  52.53442062066692,  72.76370926315676,  0.48236248938589776,  0.32951884958325806,  6.75357403552772 ]",	10,	1
