Parameters,Group ID,Image
"[78.47856478091143, 56.781122489494706, 0.6916119614079773, 0.9733993070864011, 0]",1273,370
"[81.09646945031804, 29.348775972448315, 0.7609683712780224, 0.9853678598684286, 33.69006752598227]",1273,380
"[90.1502699292163, 19.388357799730272, 0.9205355206340045, 1.2528825718727141, 0]",1273,390
