Parameters,Group ID,Image
"[73.50214041749317, 43.95567430911722, 0.6758497473582423, 0.7885249661990557, 0]",1129,300
"[76.73568449900986, 80.58952790878384, 0.7910648015018893, 0.9724349496906515, 0]",1129,310
