Parameters,Group ID,Image
"[48.929699372081636, 28.13253916733684, 0.7186852426404612, 0.2535962457150873, 359.1930705448978]",862,170
"[48.8257651497606, 31.184055719202732, 0.6939881897901178, 0.36213704986767886, 358.3634229583882]",862,180
"[48.61443966046452, 34.19696615505535, 0.9662323817721801, 0.4821951472096871, 359.3097228021349]",862,190
"[48.363439930102075, 37.23963116317373, 1.0831388736794958, 0.5997295600062525, 0]",862,200
"[47.980693159781836, 41.269536435118695, 1.5077897863357335, 0.7984988282288724, 358.0078990401785]",862,210
"[47.78456104638039, 47.133440264397144, 1.3831986663406994, 1.09863260770995, 354.65738180958806]",862,220
"[46.82915024470198, 53.7799320717109, 2.4827002208586677, 1.7439528232139594, 0]",862,230
"[45.89353553686075, 63.44700455115451, 3.1044513335966926, 2.334186929740383, 0]",862,240
"[44.46279627978363, 75.38942295915419, 3.9429618735191414, 3.590608118157474, 348.27480213555594]",862,250
"[43.88693592435951, 75.0034988354164, 4.197845971905826, 5.537991059492228, 39.559667968992244]",862,260
