Parameters,Group ID,Image
"[67.77391702373357, 48.23340375195199, 0.17965336019734934, 0.09568647823599008, 0]",57,0
"[97.79054242422372, 90.45390260901254, 0.663919618339121, 0.45221807370276096, 15.124007308309842]",57,43
