Parameters,Group ID,Image
"[26.20634932939396, 12.00912588255862, 0.5109371060749225, 0.6955892467418874, 45.83515629222086]",1208,340
"[2.861211979795895, 50.98661263108566, 0.6906373744334915, 1.0742660245241624, 30.529705899933276]",1208,350
