Parameters,Group ID,Image
"[14.366207841880426, 86.14267829988702, 0.9855470450063403, 0.8001128370336659, 0]",220,0
NULL,220,1
"[12.265611134555709, 90.00501475896439, 1.2066035152227221, 0.8441730851824653, 339.3422045497619]",220,2
NULL,220,3
NULL,220,4
NULL,220,5
NULL,220,6
