Parameters,Group ID,Image
"[36.64489921201931, 60.61302341554571, 0.4855645671886748, 0.22790273779440184, 0]",156,0
NULL,156,1
NULL,156,2
"[36.00420509479613, 62.69740974883885, 0.5057414670432933, 0.2535962457150803, 357.580490783344]",156,3
NULL,156,4
NULL,156,5
"[34.87531601717973, 65.89926820533749, 0.5182379339341802, 0.35583180870420916, 355.5829817674176]",156,6
NULL,156,7
NULL,156,8
"[33.937690599254225, 68.74623880682783, 0.6337922621600987, 0.3558140116639234, 356.6725957582746]",156,9
"[33.26493733204777, 70.80108739404734, 0.5662331176507107, 0.3371983231938744, 350.647020749906]",156,10
"[32.94246885909743, 71.88800921977544, 0.5873922986126768, 0.36147006504379053, 351.2911960735254]",156,11
"[32.49953632188236, 73.04385142470925, 0.5400251557344996, 0.3675948437027047, 354.8268311207996]",156,12
"[32.074403061914104, 74.30514528993784, 0.6448836267478906, 0.3913954128303063, 353.29016319223973]",156,13
NULL,156,14
"[30.827231107713082, 78.32701718451091, 0.6763626672405263, 0.45008160668143105, 351.5958709579408]",156,15
"[30.27580880978717, 79.74040234104797, 0.6660586126599202, 0.4274243410320175, 351.15818543980976]",156,16
"[29.829210184038963, 81.28367838952906, 0.7409383298749516, 0.4809971261741594, 351.9825552942998]",156,17
"[29.295400110496985, 82.92396665086447, 0.7257629347654989, 0.5829512153092669, 347.0053832080863]",156,18
"[28.756392950533282, 84.5978031853288, 0.7715929096856424, 0.6119265478287879, 345.7805375588334]",156,19
"[27.630767724174042, 88.37079879152915, 0.7260301498397808, 0.5915813911569808, 344.93675458628104]",156,20
"[26.911791360512222, 90.35061588931788, 0.7883970175635078, 0.6451149094858202, 348.38851357611185]",156,21
"[26.266052302457204, 92.43878245189204, 0.805545016330602, 0.6899694938478025, 344.33789365467845]",156,22
"[25.72150246538903, 94.77413711904234, 0.7801455232975963, 0.6820860135157323, 345.53630823360686]",156,23
NULL,156,24
NULL,156,25
