Parameters,Group ID,Image
"[55.439418104791436, 74.27377985788796, 0.2336830795100724, 0.1800417414095676, 0]",90,0
NULL,90,1
NULL,90,2
NULL,90,3
NULL,90,4
NULL,90,5
NULL,90,6
NULL,90,7
NULL,90,8
NULL,90,9
"[57.58292130045616, 94.64215194374849, 0.44372380210254814, 0.3935747569340566, 4.247552811913351]",90,10
NULL,90,11
NULL,90,12
