Parameters,Group ID,Image
"[27.50473801936908, 44.501210762924046, 0.26675143981810834, 0.07261683570185795, 0]",63,0
NULL,63,1
NULL,63,2
NULL,63,3
NULL,63,4
NULL,63,5
NULL,63,6
NULL,63,7
NULL,63,8
NULL,63,9
NULL,63,10
NULL,63,11
NULL,63,12
NULL,63,13
NULL,63,14
NULL,63,15
NULL,63,16
NULL,63,17
"[20.54060192934657, 49.77426705394834, 0.6636722948406057, 0.24540124738221206, 358.13232116056474]",63,18
NULL,63,19
NULL,63,20
NULL,63,21
NULL,63,22
NULL,63,23
NULL,63,24
NULL,63,25
NULL,63,26
NULL,63,27
NULL,63,28
NULL,63,29
NULL,63,30
"[12.393629552958469, 57.04137206313285, 0.7790299880746367, 0.3356218115529545, 356.92253319983797]",63,31
NULL,63,32
NULL,63,33
NULL,63,34
NULL,63,35
NULL,63,36
NULL,63,37
NULL,63,38
NULL,63,39
NULL,63,40
NULL,63,41
NULL,63,42
"[1.0059810347752103, 68.14524025820515, 0.9902625811068475, 0.705981915029696, 0]",63,43

