Parameters,Group ID,Image
"[84.57931570210367, 57.495944860476285, 0.39784539655319745, 0.1740365881615371, 4.12759170251735]",256,4
NULL,256,5
NULL,256,6
NULL,256,7
NULL,256,8
NULL,256,9
"[89.9871710525578, 62.65989949680033, 0.44421816200358316, 0.21432847886473125, 10.16102570638003]",256,10
NULL,256,11
NULL,256,12
NULL,256,13
NULL,256,14
NULL,256,15
NULL,256,16
NULL,256,17
NULL,256,18
NULL,256,19
NULL,256,20
