Parameters,Group ID,Image
"[64.85892314931371, 37.02052253132768, 0.9596969808930669, 1.4071626455484625, 342.1981279485081]",1320,400
"[91.66119500984898, 19.928507596067917, 2.363755745239658, 3.1277926720285976, 0]",1320,410
