Parameters,Group ID,Image
"[81.72340201964484, 57.13597308926063, 0.3730810738475742, 0.1953335835589359, 2.411029746576787]",255,4
NULL,255,5
NULL,255,6
NULL,255,7
"[84.61573490895739, 60.14320921577168, 0.448625848494302, 0.24556280252034673, 3.198761540145938]",255,8
NULL,255,9
"[86.55964492375558, 62.20256767009118, 0.4463502768730922, 0.23052124722844175, 13.479112482622213]",255,10
NULL,255,11
NULL,255,12
NULL,255,13
NULL,255,14
"[91.25830786137738, 67.28393152081797, 0.5032867509010348, 0.3121525946692285, 10.44075175932511]",255,15
NULL,255,16
NULL,255,17
NULL,255,18
"[95.08305154579082, 71.42057628230243, 0.6061433455770107, 0.371651902758208, 11.309932474019092]",255,19
"[97.28532427998779, 73.85934827309346, 0.6152297110208572, 0.315791326448187, 15.080114969314366]",255,20
"[98.45925826454318, 75.13280845898976, 0.5993191270002628, 0.40700229688813766, 16.673276884441123]",255,21
NULL,255,22
