Parameters,Group ID,Image
"[25.211249390418605, 58.749234828780985, 0.6077928892740907, 0.3259009150459917, 0]",20,0
"[24.86216139595249, 59.412988709018144, 0.6515320188747935, 0.29601313887390807, 352.6004053401139]",20,1
"[24.424101551980726, 60.023856666555055, 0.7022240633861193, 0.2931344201047329, 351.81607930878295]",20,2
"[23.984488407358857, 60.63847236614174, 0.7047826698811034, 0.3239539643041531, 354.6232945719504]",20,3
"[23.49821519315098, 61.336431703385976, 0.6995325730388081, 0.3093886684692831, 354.8826851500293]",20,4
"[22.487305708638235, 62.7520945240568, 0.7287801909679157, 0.32616284402525425, 354.9363831469709]",20,5
"[22.00171257414653, 63.52368692686894, 0.7411379723528683, 0.3300962956019382, 352.2348339815721]",20,6
"[21.444506784428523, 64.33188589707801, 0.7398542016362575, 0.35380841166096755, 353.9326727692302]",20,7
"[20.91048130997124, 65.15877005321842, 0.7557531386814337, 0.42751186857643797, 352.5685920288253]",20,8
"[20.332360947816788, 66.00811701599973, 0.817337915565835, 0.40506432517340857, 353.24297507391196]",20,9
"[19.06639588201466, 67.83896340621875, 0.852522677378199, 0.4238918557970098, 353.29016319224394]",20,10
"[18.474983541787314, 68.78786549562744, 0.8576101241632519, 0.4459231409317244, 351.4692343900508]",20,11
"[17.830966606939228, 69.78359615370397, 0.8973594219085479, 0.4589781523722587, 351.8238694822605]",20,12
"[17.158897206117306, 70.93081908837735, 0.8410974654816877, 0.4749377975546738, 351.1758864468643]",20,13
"[16.406749616218118, 71.96297159960898, 0.8771730818753999, 0.48255870853470617, 351.33586456689204]",20,14
"[14.777056080925407, 74.40898437358588, 0.9681614419523279, 0.5406430438411605, 349.3034892642206]",20,15
"[14.083115640638916, 75.6053107448326, 0.9186748574109402, 0.5845433494788425, 351.1870983622563]",20,16
"[13.13508721914019, 77.06526037318983, 1.0376232594978692, 0.571345226794135, 343.32364205583076]",20,17
"[12.23953037496495, 78.3324462554567, 1.0331397658037962, 0.6916370351126652, 351.0548238557768]",20,18
"[11.269158973350198, 79.85748578970076, 1.1088512071200365, 0.6779471502500886, 347.2620400736579]",20,19
"[9.259239870679801, 83.10513286860099, 1.138199263497706, 0.6774112511509247, 341.86770822634793]",20,20
"[8.11219600319868, 84.90585062655218, 1.1920715134991238, 0.7429490020639319, 343.5997789057258]",20,21
"[6.996866039664394, 86.608464009384, 1.136970778685487, 0.7811684612550909, 345.96375653207383]",20,22
"[5.692556338835676, 88.64580518449891, 1.2907011997408333, 0.800892054622954, 342.7188715829126]",20,23
"[4.345306842831156, 90.69030103315663, 1.4111623589956392, 0.8038409954270705, 341.3654151225537]",20,24
