Parameters,Group ID,Image
"[26.16340200305017, 74.90252507525497, 0.4353337498932926, 0.38743465425048423, 346.5689711293187]",169,0
NULL,169,1
"[25.08956467153314, 77.44438737329597, 0.49005745835454945, 0.3451803529413071, 342.0308602598392]",169,2
"[24.540329804111348, 78.81575690766974, 0.5211724125559748, 0.30057673934270224, 344.01932817000306]",169,3
"[23.81136515885177, 80.32093494373034, 0.5243830477752908, 0.3513699678427033, 346.6075022462429]",169,4
"[22.445173352026814, 83.59884076565153, 0.5939140202246557, 0.4017908887559974, 337.82432659846563]",169,5
"[21.71882670865491, 85.2411168453948, 0.5390817191612175, 0.4135724077301943, 336.43460412941613]",169,6
"[20.884874352112135, 87.1131274109318, 0.663674767277857, 0.4235525438627652, 331.8709383004589]",169,7
"[20.168287575724683, 88.94657069874185, 0.5588374597694437, 0.48414592457887046, 342.7575219022448]",169,8
NULL,169,9
"[17.28293978258899, 95.65398887153978, 0.6754751156563498, 0.5304120229659128, 336.6150852159251]",169,10
NULL,169,11
NULL,169,12
