Parameters,Group ID,Image
"[59.25312051409565, 25.293811158433176, 0.5620308166824006, 0.8129699321295791, 31.159304508342416]",1207,340
"[56.69081745712739, 73.06721672026957, 0.7434828585135453, 1.2163539675869537, 50.87396151619885]",1207,350
