Parameters,Group ID,Image
"[74.5922746781116, 9.462616822429906, 0.8583690987124442, 1.16822429906542, 0]",1178,330
"[82.30597637282925, 44.70380398918775, 1.2619584616626065, 1.734678648526786, 14.447590714841567]",1178,340
