Parameters,Group ID,Image
"[18.4912319136192, 55.7742826560391, 0.28353986848535584, 0.1157806386655409, 0]",200,0
NULL,200,1
NULL,200,2
NULL,200,3
NULL,200,4
NULL,200,5
NULL,200,6
NULL,200,7
NULL,200,8
NULL,200,9
"[11.265770635697137, 63.14511645233642, 0.4131784071744591, 0.20043036065015532, 351.9729491722378]",200,10
NULL,200,11
NULL,200,12
NULL,200,13
NULL,200,14
NULL,200,15
NULL,200,16
NULL,200,17
NULL,200,18
NULL,200,19
NULL,200,20
