Parameters,Group ID,Image
"[38.88854238454626, 56.92099906327637, 0.31812850953740224, 0.11395136889719028, 0]",155,0
NULL,155,1
NULL,155,2
NULL,155,3
NULL,155,4
NULL,155,5
NULL,155,6
NULL,155,7
NULL,155,8
NULL,155,9
"[36.28012868353774, 64.96273928389077, 0.46714232206183226, 0.26012442074956255, 0]",155,10
"[36.03504713536544, 65.80348539939786, 0.5099445268138105, 0.24787613760292945, 354.2894068625027]",155,11
NULL,155,12
"[35.426053064603025, 67.67207170997222, 0.47451234427599326, 0.27267213760511333, 357.51044707800065]",155,13
"[35.186653096538436, 68.59209791790309, 0.4586135548842378, 0.31846347245830536, 356.7161377120963]",155,14
"[34.488481381725386, 70.77577778279259, 0.5260598522981705, 0.32146343147315465, 0]",155,15
NULL,155,16
"[33.78479106282481, 73.01791732551595, 0.5141639726773801, 0.332093077552983, 353.65980825408747]",155,17
"[33.46420435645698, 74.20390902687154, 0.5192623457267797, 0.35775466567648095, 355.5488259971151]",155,18
"[33.06341216618709, 75.45526413583399, 0.5172759215548045, 0.33209032176974046, 354.72980946192024]",155,19
"[32.24435149141809, 78.25968445750132, 0.5314278099746943, 0.3857561177677553, 0]",155,20
"[31.850259548999365, 79.70037073732911, 0.5434360004123805, 0.36980311943949556, 350.9421118713816]",155,21
"[31.373073234049002, 81.21128575538701, 0.6335603571395869, 0.45071571089386414, 351.7807907511017]",155,22
"[30.939338886951063, 82.86973147804967, 0.5574000238192417, 0.4727288354117132, 357.20475361745844]",155,23
"[30.45408702620267, 84.51620999024092, 0.6532032187271265, 0.47233605402920986, 351.1273574965744]",155,24
"[29.36544581590166, 88.30993366447994, 0.6458695301752552, 0.5084792892293286, 351.65610841596936]",155,25
"[28.758276107590696, 90.33768912091945, 0.6795780207349704, 0.6107963426969142, 347.69198418257]",155,26
"[28.11781154624626, 92.50091641643019, 0.7217146292470513, 0.6075275621054225, 343.8020139037017]",155,27
"[27.47091847913317, 94.80016878327771, 0.7686015661259381, 0.6864486355883257, 348.36636600105436]",155,28
"[26.767610831068385, 97.22345871401735, 0.7310734100293854, 0.7706464632485728, 341.2478316683913]",155,29
NULL,155,30
