Parameters,Group ID,Image
"[72.54644759245411, 48.94573642326432, 0.16403132887582217, 0.08505464732087376, 0]",49,0
NULL,49,1
NULL,49,2
NULL,49,3
NULL,49,4
NULL,49,5
NULL,49,6
NULL,49,7
NULL,49,8
NULL,49,9
NULL,49,10
NULL,49,11
NULL,49,12
NULL,49,13
NULL,49,14
NULL,49,15
NULL,49,16
NULL,49,17
NULL,49,18
NULL,49,19
"[82.95420139139921, 59.80765724210053, 0.3062278327624135, 0.15947773674434695, 7.424523442468001]",49,20
NULL,49,21
NULL,49,22
NULL,49,23
NULL,49,24
NULL,49,25
NULL,49,26
NULL,49,27
"[89.29506058869336, 67.09969498061359, 0.3832086273889946, 0.19265500899669563, 7.1197096881248285]",49,28
NULL,49,29
"[91.98961748839697, 70.20001706705835, 0.3898578149118831, 0.22443372394838013, 9.462322208038245]",49,30
NULL,49,31
NULL,49,32
NULL,49,33
NULL,49,34
NULL,49,35
