Parameters,Group ID,Image
"[68.54943785511534, 58.47212291219779, 0.3541783952847325, 0.22964499491763993, 7.893990629644179]",631,89
NULL,631,90
"[69.71471921466018, 61.06250968960857, 0.38809454549434164, 0.29186573484335376, 8.259437979884126]",631,91
NULL,631,92
"[70.55820214574369, 63.03341523855986, 0.37052454573571936, 0.2521384905269457, 0]",631,93
NULL,631,94
NULL,631,95
"[72.50330472080823, 67.41689438339681, 0.4450308142989284, 0.26236917731989895, 7.059184495238128]",631,96
"[73.07775242540468, 68.57411444757375, 0.44831765828882203, 0.30971501617965125, 14.509489668440665]",631,97
"[73.63718111114268, 69.89012769106972, 0.3897137273147848, 0.38897075208248566, 0]",631,98
"[74.2310596758404, 71.23005625852528, 0.5367957676512131, 0.2922394831574027, 10.097504384073716]",631,99
NULL,631,100
NULL,631,110
