Parameters,Group ID,Image
"[66.60092188038229, 60.940695762563436, 1.0641601018981812, 0.895326264640673, 7.045806609284057]",1004,250
"[70.52756869001979, 55.61313758276138, 0.8918931165234826, 1.7363339159861189, 287.4283656986744]",1004,260
