Parameters,Group ID,Image
"[75.42286161085896, 42.05033599066902, 0.5137168441398359, 0.6711926617826975, 0]",1095,290
"[88.07470017212432, 70.4059070423916, 0.6675740361661036, 1.053244061994457, 321.11550356628055]",1095,300
