Parameters,Group ID,Image
"[15.145332766556077, 86.62978859873117, 0.469416240807918, 0.3312853676591507, 336.54006289949035]",684,90
NULL,684,91
NULL,684,92
"[11.888785563110543, 93.53537098006662, 0.45737086421824186, 0.3550367532661484, 327.5684220257515]",684,93
NULL,684,94
NULL,684,95
NULL,684,96
