Parameters,Group ID,Image
"[68.39431042116438, 42.31086534854527, 0.6581828972532979, 0.9647195803419936, 21.28640511366126]",1311,390
"[97.68195141454254, 28.404735012568967, 1.711311036243696, 2.32977707136287, 8.991247277066577]",1311,400
