Parameters,Group ID,Image
"[82.6253119458589, 2.970322106811679, 1.4029694183331998, 1.4498000759437952, 0]",1232,350
"[94.08913168081479, 24.510680903214297, 2.070686353854885, 2.511499682929189, 48.06886361009458]",1232,360
NULL,1232,370
