Parameters,Group ID,Image
"[18.012265253902743, 32.08980388386149, 0.42905435651573376, 0.14723250238877086, 355.3141001604974]",689,91
NULL,689,92
NULL,689,93
NULL,689,94
NULL,689,95
"[15.832021521588988, 32.687882474334494, 0.43754377273008555, 0.13756360816978122, 352.69523341853886]",689,96
NULL,689,97
"[15.04256016062307, 32.78258506379637, 0.4668380739503668, 0.2353273050098963, 0]",689,98
"[14.630124649257453, 32.92227768621181, 0.5075159985065962, 0.146119741578687, 0]",689,99
"[13.8361147041852, 33.15537773768031, 0.4715536100508789, 0.17114713091629621, 353.66363321558197]",689,100
"[8.267302598568484, 34.875018439680545, 0.5589774109425797, 0.18114017551077657, 353.2901631922438]",689,110
"[1.0632909100841366, 37.24335721236734, 0.7083359391965275, 0.22727695992027264, 353.9559078377593]",689,120
