Parameters,Group ID,Image
"[  49.13067514387614,  92.35204504988623,  1.012589072697395,  0.8958110388889935,  0 ]",	3,	0
"[  49.22733898864481,  94.6127550836573,  1.0312973850586538,  0.9416950765691999,  343.1132088760566 ]",	3,	1
"[  49.18342218208777,  96.94102058082787,  1.1156654261285852,  1.0579928818189037,  354.9203921399861 ]",	3,	2
