Parameters,Group ID,Image
"[20.12113033329942, 61.48649356792121, 0.46293190936412754, 0.3513699678427091, 347.04241990590833]",799,140
"[9.534538540608775, 78.39941599029801, 0.6611699090527668, 0.43704397590756794, 337.05617497037724]",799,150
NULL,799,160
